video;utterance;arousal;valence
1f61459b0;utterance_1.mp4;0.433937907219;0.118004873395
1f61459b0;utterance_2.mp4;0.670837402344;0.212945804
1f61459b0;utterance_3.mp4;0.581226944923;0.222025021911
1f61459b0;utterance_4.mp4;0.581109881401;0.307706713676
1f61459b0;utterance_5.mp4;0.628265380859;0.387434989214
1f61459b0;utterance_6.mp4;0.658475637436;0.248093515635
1f61459b0;utterance_7.mp4;0.693221330643;0.134969696403
1f61459b0;utterance_8.mp4;0.83344233036;0.0332381166518
1f61459b0;utterance_9.mp4;0.587059617043;0.181942671537
1f61459b0;utterance_10.mp4;0.510168910027;-0.177778437734
1f61459b0;utterance_11.mp4;0.751155972481;0.209850102663
1f61459b0;utterance_12.mp4;0.704596996307;0.227816045284
1f61459b0;utterance_13.mp4;0.533168673515;0.144521579146
1f61459b0;utterance_14.mp4;0.569112062454;-0.0776391476393
a1b44e5f3;utterance_10.mp4;0.576672792435;0.0993913784623
a1b44e5f3;utterance_14.mp4;0.602660655975;0.209606200457
a1b44e5f3;utterance_16.mp4;0.572714984417;0.283868521452
a1b44e5f3;utterance_19.mp4;0.500755190849;0.278811961412
a1b44e5f3;utterance_21.mp4;0.653202414513;0.31077671051
a1b44e5f3;utterance_22.mp4;0.500209152699;0.204295322299
a1b44e5f3;utterance_23.mp4;0.530011951923;0.252041518688
a1b44e5f3;utterance_29.mp4;0.694326877594;0.383382260799
a1b44e5f3;utterance_30.mp4;0.0;0.0
a1b44e5f3;utterance_32.mp4;0.525623142719;0.0339025147259
a1b44e5f3;utterance_33.mp4;0.677215635777;0.030299525708
a7c5bc08c;utterance_1.mp4;0.278877675533;0.440552175045
a7c5bc08c;utterance_2.mp4;0.372007161379;0.407870024443
a7c5bc08c;utterance_3.mp4;0.350491285324;0.384249716997
a7c5bc08c;utterance_4.mp4;0.368133038282;0.554449677467
a7c5bc08c;utterance_5.mp4;0.337566524744;0.637537717819
a7c5bc08c;utterance_6.mp4;0.338459849358;0.36748957634
a7c5bc08c;utterance_7.mp4;0.342641204596;0.549898147583
a7c5bc08c;utterance_9.mp4;0.364443868399;0.091788880527
d1dae148e;utterance_1.mp4;0.420625269413;0.131810545921
d1dae148e;utterance_2.mp4;0.442625761032;0.0698896422982
d1dae148e;utterance_3.mp4;0.409632146358;-0.236224755645
d1dae148e;utterance_4.mp4;0.329940825701;-0.200468808413
d1dae148e;utterance_5.mp4;0.435316979885;-0.254051685333
d1dae148e;utterance_6.mp4;0.354497969151;-0.212142974138
d1dae148e;utterance_7.mp4;0.433547317982;-0.140676304698
d1dae148e;utterance_8.mp4;0.37412661314;-0.0484112836421
d1dae148e;utterance_9.mp4;0.349204480648;-0.0736707523465
d1dae148e;utterance_10.mp4;0.38202098012;-0.114898562431
ddf3a516c;utterance_1.mp4;0.0;0.0
ddf3a516c;utterance_2.mp4;0.250437438488;-0.0845807641745
ddf3a516c;utterance_3.mp4;0.428357899189;0.107060879469
ddf3a516c;utterance_4.mp4;0.392053961754;-0.0492849126458
ddf3a516c;utterance_5.mp4;0.402940869331;0.0677915215492
ddf3a516c;utterance_6.mp4;0.0;0.0
ddf3a516c;utterance_7.mp4;0.438068777323;0.0300291441381
ddf3a516c;utterance_8.mp4;0.497614443302;-0.0693432837725
ddf3a516c;utterance_9.mp4;0.412766039371;-0.150999173522
ddf3a516c;utterance_10.mp4;0.354573667049;0.0427723750472
ddf3a516c;utterance_11.mp4;0.301108002663;-0.0237734485418
ddf3a516c;utterance_12.mp4;0.0;0.0
ddf3a516c;utterance_13.mp4;0.0;0.0
ddf3a516c;utterance_14.mp4;0.427093446255;0.214845851064
ddf3a516c;utterance_15.mp4;0.334638953209;0.0563653223217
ddf3a516c;utterance_16.mp4;0.447347700596;-0.199210554361
ddf3a516c;utterance_17.mp4;0.400101155043;-0.107226282358
e8a276493;utterance_4.mp4;0.391069233418;0.164111360908
e8a276493;utterance_5.mp4;0.589452147484;0.207950368524
e8a276493;utterance_6.mp4;0.0;0.0
e8a276493;utterance_7.mp4;0.584808349609;0.461831122637
e8a276493;utterance_8.mp4;0.0;0.0
e8a276493;utterance_9.mp4;0.0;0.0
e8a276493;utterance_10.mp4;0.738326668739;0.579816460609
e8a276493;utterance_11.mp4;0.720300316811;0.278283178806
e8a276493;utterance_12.mp4;0.684025466442;0.451186537743
e8a276493;utterance_13.mp4;0.0;0.0
e8a276493;utterance_14.mp4;0.0;0.0
e8a276493;utterance_15.mp4;0.490472555161;0.268477320671
e8a276493;utterance_17.mp4;0.623886108398;0.453440099955
e8a276493;utterance_18.mp4;0.547786176205;0.427903592587
e8a276493;utterance_19.mp4;0.594906270504;0.250272899866
e8a276493;utterance_20.mp4;0.503058791161;0.200816065073
e8a276493;utterance_21.mp4;0.640823483467;0.0180347375572
e8a276493;utterance_22.mp4;0.489437699318;0.253278553486
e8a276493;utterance_23.mp4;0.473125874996;0.411438375711
e8a276493;utterance_24.mp4;0.565564393997;0.251484870911
e8a276493;utterance_25.mp4;0.529940128326;0.352220505476
e8a276493;utterance_27.mp4;0.520641207695;0.394556462765
e8a276493;utterance_28.mp4;0.683560550213;0.0981295853853
e8a276493;utterance_29.mp4;0.508443236351;0.0911917984486
e8a276493;utterance_30.mp4;0.66269993782;0.245437413454
e8a276493;utterance_31.mp4;0.599213778973;0.336245626211
e8a276493;utterance_32.mp4;0.615707993507;0.511334717274
e8a276493;utterance_33.mp4;0.0;0.0
